,LOR016C_binning_bin2,LOR019C_binning_bin1,LOR021C_binning_bin2,LOR022C_binning_bin2,LOR022C_binning_bin3,LOR022C_binning_bin4,LOR026C_binning_bin2,LOR028C_binning_bin1,LOR028C_binning_bin2,LOR028C_binning_bin4,LOR030C_binning_bin2,LOR034C_binning_bin1,LOR034C_binning_bin3,LOR034C_binning_bin4,LOR034C_binning_bin6,LOR051C_binning_bin2,LOR051C_binning_bin3,LOR051C_binning_bin4,LOR054C_binning_bin1,LOR054C_binning_bin3,LOR054C_binning_bin4,LOR054C_binning_bin5,LOR054C_binning_bin6,LOR054C_binning_bin7,LOR054C_binning_bin9,LOR054C_binning_bin10,LOR054C_binning_bin11,LOR054C_binning_bin12,LOR054C_binning_bin13,LOR054C_binning_bin14,LOR055C_binning_bin1,LOR055C_binning_bin6,LOR060C_binning_bin1,LOR061C_binning_bin1,LOR070C_binning_bin1,LOR072C_binning_bin2,LOR074C_binning_bin2,LOR074C_binning_bin3,LOR076C_binning_bin1,LOR081C_binning_bin1,LOR081C_binning_bin2,LOR082C_binning_bin3,LOR083C_binning_bin2,LOR084C_binning_bin2,LOR090C_binning_bin1,LOR090C_binning_bin2,LOR090C_binning_bin4,LOR101C_binning_bin3,LOR102C_binning_bin2,LOR103C_binning_bin1,LOR103C_binning_bin2,LOR202C_binning_bin1,LOR202C_binning_bin3,LOR202C_binning_bin4,LOR203C_binning_bin1,LOR203C_binning_bin3,LOR210C_binning_bin1,LOR214C_binning_bin1,LOR214C_binning_bin2,LOR214C_binning_bin3,LOR215C_binning_bin1,LOR217C_binning_bin3,LOR218C_binning_bin1,LOR218C_binning_bin3,LOR219C_binning_bin1,LOR221C_binning_bin1,LOR222C_binning_bin1,LOR222C_binning_bin2,LOR224C_binning_bin1,LOR224C_binning_bin3,LOR226C_binning_bin1,LOR226C_binning_bin2,LOR226C_binning_bin3,LOR228C_binning_bin2,LOR229C_binning_bin2,LOR235C_binning_bin1,LOR238C_binning_bin3,LOR240C_binning_bin1,LOR242C_binning_bin1,LOR242C_binning_bin2,LOR242C_binning_bin4,LOR242C_binning_bin5,LOR243C_binning_bin3,LOR243C_binning_bin4,LOR243C_binning_bin5,LOR258C_binning_bin1,LOR258C_binning_bin2,LOR258C_binning_bin3,LOR262C_binning_bin1,LOR264C_binning_bin2,LOR274C_binning_bin1,LOR274C_binning_bin2,LOR275C_binning_bin1,LOR275C_binning_bin4,LOR281C_binning_bin1,LOR281C_binning_bin2,LOR281C_binning_bin3,LOR282C_binning_bin1,LOR282C_binning_bin3,LOR282C_binning_bin4,LOR282C_binning_bin5,LOR288C_binning_bin2,LOR289C_binning_bin1,LOR295C_binning_bin1,LOR295C_binning_bin3,LOR295C_binning_bin5,LOR295C_binning_bin6,LOR295C_binning_bin7,LOR295C_binning_bin9,LOR295C_binning_bin11,LOR295C_binning_bin12,LOR300C_binning_bin1
LOR022C,1.650242939,1.816148935,1.586620467,42.91371591,36.79963222,67.69910765,1.681773027,0.000125008,1.098721046,0.001084994,3.746168981,10.73756905,0.650155602,0.463260367,0.451633603,1.781220989,0.111956681,0.01040429,1.739775187,2.95399657,0.126957924,5.233861895,0.524854602,1.602670306,0.181042598,0.000241367,3.537578459,3.491631113,2.231726345,0.616322154,0.425163178,0.794415309,0.746244019,4.358123052,3.007739284,1.592167627,0.065248707,2.400156277,0.523881572,0.049085461,2.226916872,1.662674981,5.746923649,0.632677627,11.83674699,0.527821391,0.090568196,2.093321713,1.582262155,1.158993425,0.102884784,2.198698227,2.720075812,3.574631057,0.48106013,0.118272616,0.084288285,78.77915943,1.439169173,1.471790927,0.006779305,1.637430867,0.14427164,0.260370114,1.711580022,71.49391454,0.083577063,1.770622912,15.78745466,0.039286505,0.2471661,1.627826891,0.096540227,1.684894265,80.25315072,0.050914625,1.738622649,0.078087384,0.591400947,0.070911707,0.357827088,1.804422026,0.069850752,17.88918219,1.906541295,0.6863649,1.914293861,10.73710348,0.022767093,2.777265828,6.745322601,70.82308842,0.051951867,61.62604964,10.30466797,0.065860613,1.583853345,0.432642406,0.054424936,1.949129502,0.052063676,80.91166943,75.3973757,0.035298871,1.208853482,0.029690743,0.014511015,1.558058644,0.027740608,0.121995895,1.840925166,70.0775466
LOR023C,1.657922152,34.21685124,2.124541139,0.045707619,0.035660994,1.647183367,5.92298579,0,4.287446157,0,0.32274178,5.595350562,0.841157035,1.092973628,70.24386487,2.729139213,0.194847401,0.213065983,33.14797451,0.162519954,0.321028502,0.876834222,74.46127019,1.550148104,0.007768583,0,0.189942105,0.112457839,0.441319384,0.710018336,0.608780912,16.56195618,2.080355477,11.4667015,0.170772141,5.398354659,0.028983885,0.361032765,0.357594671,0.240055901,2.013653553,5.108073533,2.848857685,0.163938071,5.029233579,0.783555713,0.382042303,1.051090439,4.525795578,3.93105972,0.052652893,3.215554962,3.412475121,1.40661774,70.88945656,5.390468469,0.68737936,283.2393427,0.576103181,2.185858451,0.001997268,5.153889281,0.365519142,0.738535543,2.701851849,259.6779459,0.934873645,2.697391199,4.495189054,0.100071674,10.09674847,2.00871559,0.817748969,6.219079699,295.7466747,0.207090061,4.892645386,0.027082221,69.3061766,0.601186667,11.28884707,34.73363074,0.046792124,14.82743122,3.027992003,0.052984727,5.723515419,5.126268758,0,4.46879936,18.85581707,255.9252857,5.0950817,223.9436392,4.991077241,0.207834185,2.552179716,1.829191692,4.898078322,5.639685059,0.152644874,299.3920112,273.5735232,0.031422865,4.396941099,0.52108897,0.019394996,4.889890933,0.00384728,0.042129773,3.233367489,251.0851143
LOR024C,0.204529884,0.397736245,0.373476082,0.029343699,0.034351264,0.174125504,2.352030453,0,0.18658666,0,0.035504601,0.027855068,0.320339769,0.392252213,0.333244076,0.511766094,0.005936298,0.00500734,0.335913949,0.041270644,0.037834301,0.009932988,0.358512196,0.181003772,0.003683411,0,0.050678677,0.032399037,0.041826757,0,0.148508937,0.625423462,0.397642943,6.389774809,0.977648278,2.179318114,0.075579477,0.054654194,0.440345177,0.100847823,0.389104106,2.686924441,3.28026453,0,0.026439967,0.478151069,0.410410619,8.965360868,1.043227714,0.133193464,0.092447691,9.648087533,2.822965016,0.506362156,0.361920187,0.261608762,0.024692293,74.11383818,0.095926465,0.584679344,0,2.68344519,0.078454436,0.330234085,0.462586481,63.3729875,0.128142571,0.392940076,5.983679376,0.064136095,0.054038096,0.682950961,0.128471247,2.328486421,72.36321952,0.043293654,0.289352608,0.037554197,0.478611384,0.108026441,0.08636548,0.396216934,0.017754628,8.640793185,0.566048201,0.050088014,3.035665183,0.034082939,0,1.737256195,8.688059665,64.44144404,0.087844072,54.63864399,0.028040831,0,0.388115611,0.40346241,0.101588913,3.236789179,0.094121301,72.07576533,67.54412151,0.031244493,0.538084154,0.014461253,0.015497787,2.301050051,0.003955466,0.017018081,0.556375489,61.08710154
LOR025C,0.8471244,5.325853828,1.005792226,0.018903046,0.109532971,1.042218279,19.34429959,0,1.337213289,0.00109432,0.406187443,0.39483848,5.319267041,2.670882933,4.116529859,1.177794289,0.006742021,0.016423867,4.553810042,0.045211412,0.187691942,0.228447066,4.734801255,0.760864407,0.003141607,0.000325215,0.09719966,0.029752519,0.276061842,0.037265015,1.809202717,1.583196268,6.420863347,25.01171696,0.491327552,18.27873293,0.000771272,0.248612188,0.325142734,0.859957964,0.897863215,17.44946159,0.675298646,0.017734861,0.383769787,0.096888445,5.104188251,0.508306799,0.588266056,1.166945499,0.09232313,0.776090422,0.59009548,0.751711252,4.533115847,0.31160924,0.421093921,36.41776948,0.288012817,1.092320114,0.000848181,17.58056482,0.237662213,0.056680845,1.090021065,26.73614274,1.526244628,1.110086131,1.213092899,0.029325062,0.095714654,1.081238076,1.605603888,19.38391173,30.60261936,0.037697522,1.26224037,0.074873152,4.13554914,1.255276029,0.223944937,4.802407232,0.026889841,1.89250698,1.189375535,0.891692322,20.98503453,0.649821288,0,2.572767095,8.068243629,27.65803869,0.130034314,23.2060107,0.489746495,0.025998386,1.170704581,4.743390952,0.347368308,20.01985634,1.183934981,30.93551597,28.38254341,0.06181315,1.81141989,0.097712249,0.016306593,17.78284538,0.019985917,0.112040995,1.268685331,26.11881233
LOR026C,0.118531414,0.148821114,8.827773213,0.098970708,0.262281768,0.858964459,10.14439889,0.000653213,0.197746282,0.000456988,0.101157706,0.111324225,2.083411145,1.166083182,3.597376565,10.47472777,0.337457359,0.061110518,0.112330073,0.05655534,0.138576181,0.439550489,3.859405474,0.072692451,0.081006873,0.000634746,0.012594642,0.028705482,0.019884237,1.447053079,0.830491346,1.052147622,2.690636857,11.0830989,0.053727613,8.201187915,0.013964002,0.063583768,0.082924546,0.171245723,7.383659781,7.591116543,5.008556498,0.012708544,0.117336672,0.247295525,0.245287689,0.200926757,0.183714981,0.199755125,0.237296199,0.280889497,0.403705313,6.738903893,3.70809485,0.166623044,0.187782362,7.733090918,0.606970904,8.556353136,29.17927173,7.821375459,0.294717761,0.038575784,11.15889394,6.443911318,0.874145248,10.7031975,1.389928816,0.487770599,0.577402855,7.880294184,0.881364476,8.218999938,7.401515697,0.005928997,0.277159584,0.025371803,3.500596596,0.703520703,0.675137658,0.176388463,0.006597531,2.435386247,9.695384208,0.009780075,8.420208992,0.172783557,0.000515175,0.979296325,4.732458461,7.063709663,0.133317093,5.599766364,0.154725525,0.003429465,7.397426463,0.135496163,0.154154623,8.470283638,0.079972393,7.395016732,6.738229803,0.011654302,0.230916336,0.050471708,0.005520563,8.572611078,0.003833105,0.194874364,8.090188592,6.539574538
LOR027C,0.08672576,0.282003807,0.285558057,0.045277734,0.023398448,0.0344234,10.51809507,0,0.108825145,0.000400759,0.162377032,0.570477163,1.146785998,1.737418648,3.777989183,0.329217093,0.067679906,0.004016599,0.219982256,0.019326646,0.156390846,0.036521253,3.893790674,0.058850266,0.011223883,0,0.007476654,0.013021754,0.082533531,0.000263726,0.290190404,1.755946487,1.655768078,16.59538996,0.089203277,9.720960617,3.795304596,0.079697816,0.226781123,0.099472061,0.283692098,9.825260466,1.091018326,0.009723161,0.560395352,0.661276483,0.284263627,1.509791093,2.715018174,0.096411488,0.076252256,2.505154104,3.902301791,0.281941106,3.69592526,0.155501727,0.256729581,162.547554,0.073229779,0.304877482,0.008853537,9.462452626,0.187052512,0.157456658,0.314158007,145.0449462,0.134618913,0.324759142,3.235027717,49.35115935,0.527512415,0.443649493,0.125340696,10.36041763,163.7148632,0.139202344,0.920203806,0.019744533,3.787884078,0.151146068,0.6370825,0.223016748,0.046683182,7.931693362,1.674752489,0.068490188,11.19786916,0.620101824,0.02853883,2.620421247,15.25406887,145.5124492,0.018916705,125.5336628,0.608502165,0.002521642,0.340759356,0.246062928,0.047283275,11.1380837,0.122252214,166.3532769,153.4065698,0.026785898,0.457612964,0.053245799,0.022384185,9.914230626,0.002573942,0.003915348,0.310864972,142.1617277
LOR028C,2.602834128,0.069999628,0.551571139,0.037107796,0.030066331,0.267695499,0.86375945,57.78173716,38.77590434,26.74257805,0.872531384,0.158322033,0.198944413,0.16940366,0.09391248,0.546481705,0.015600404,0.009192799,0.101649214,0.195089897,0.197316293,0.217701957,0.170146396,2.55578682,0.006475524,0.147850384,0.315478047,0.156103296,0.113274383,0.00154491,0.109884113,0.853887164,0.428211528,3.700388738,0.290093526,0.798686907,0.036170488,0.052435823,0.223360728,3.659028594,0.546679114,0.777897597,1.061720271,0.059205253,0.177369728,0.162052947,5.036245032,0.795994149,2.413841826,32.67297755,1.328471707,0.847876162,2.555590533,0.647600753,0.148183008,0.085783024,0.185206925,77.9065333,0.138640414,0.543457315,0.01058632,0.806281809,1.502848077,1.341528789,0.532224507,67.94421769,0.016279209,0.544558621,1.306830125,0.150751766,0.173952791,0.541556534,0.017213912,0.936854146,73.8235554,0.140765835,0.278603291,0.046070217,0.214794259,0.018319277,0.225360471,0.079835608,0.091503168,2.847537938,0.587879289,1.908307966,1.375311993,0.648595938,0.019416476,1.452810387,6.190931718,68.17548294,0.018473215,59.68205981,0.343822733,0.014261026,0.585920835,0.116260533,0.01112896,1.740464076,12.27091983,74.4232449,72.67117357,5.303293772,36.46011462,0.841663735,0.234822102,1.060472536,0.433438761,0.18168976,0.626829861,69.59105434
LOR029C,0.996044526,0.670532126,2.241372528,0.069951766,0.052063544,0.326143549,2.152028714,0.013016804,4.346352839,0.008889838,1.937555877,0.143851818,0.796282365,0.597419565,1.792639624,2.920326938,0.045611677,0.033517517,0.641335167,0.086852482,0.234745478,0.070509879,1.872876745,1.048419073,0.009371894,0,0.090338097,0.111841354,0.101015702,0.062798606,1.16905784,0.976879073,1.134279393,4.749757458,0.167276155,2.060498597,0.028281553,0.093118836,0.746780408,0.805045506,1.85581264,1.94164598,3.445405551,0.154362584,0.150688928,3.105586301,1.742799148,0.613609836,0.559393849,3.948321749,0.082269171,0.76416935,1.878557933,2.305820836,1.771180532,0.409335401,0.159218272,24.19848232,0.109505995,2.267412652,0.005193955,1.783085379,0.137593667,2.477512615,2.744613066,20.17090992,2.440203986,2.834372,2.277223348,0.012698105,0.49421462,2.423649918,2.409913575,2.284045807,23.21358462,0.068579923,0.989659814,0.721817337,1.770758781,2.003180564,0.676353792,0.669989342,0.050192687,3.341230951,2.954796502,0.94573163,2.415895056,0.279152835,0.001549388,1.010849573,4.732826883,20.30912672,0.341176566,17.36664431,0.146216341,0.022560117,2.426005285,1.096564648,0.341974713,2.499531944,0.638186431,22.64190168,21.23144582,0.081700083,4.492803068,0.101458611,0.14073715,1.891859296,0.005719673,0.277246671,3.021765481,19.53398035
LOR030C,0.41000513,0.448288559,2.732382443,0.015831666,0.019724093,0.71182192,0.492368336,4.63E-05,0.472863377,0.003327259,36.03835298,0.031407527,0.515185864,0.100572317,35.39154431,3.820829287,0.027052707,0.006281656,0.433714511,0.360834257,0.065502928,0.047522368,38.25802425,0.269220117,0.012312435,0,0.050453002,0.269142043,0.138284132,0.218617878,0.157993345,7.501888594,0.76518887,11.56811152,0.180797865,0.508121941,0.0121438,0.076553408,1.014452448,0.207638536,2.740811315,0.578713765,4.939307821,0.04975307,0.032169604,0.128665952,0.202664878,4.642952726,9.135530883,0.448937202,13.87172299,7.750517585,7.339099351,2.443060065,37.68290741,0.758597336,0.805908214,591.7292112,0.073382521,2.684036439,0.003521769,0.598102646,13.86516089,0.642142341,3.629464319,546.6594656,0.606578755,3.753098541,1.499476676,0.031640661,1.062763708,2.674396241,0.580557835,0.507192801,623.6527647,0.406742212,0.548305554,0.426562349,35.70360187,0.441260487,1.440410703,0.499829437,0.032263471,19.57958844,4.038820188,0.853814104,0.535042237,0.226741338,0.022395644,4.995934423,44.85880977,541.5259198,0.233119267,468.061693,0.038341606,0.005508385,2.943237776,0.313352418,0.206820733,1.402080612,0.174884209,633.7517275,572.6584789,0.074603162,0.576906431,0.212921844,0.01010645,0.374311736,0.009800902,0.033603005,3.809177498,523.1305188
LOR033C,0.741777642,6.02915285,1.624619055,0.08938631,0.40008891,0.190679084,3.177553788,0.003428837,0.978750227,0.016766833,0.330895641,2.790038944,2.875553943,0.771966718,1.258562415,1.569601313,27.07922636,0.001079851,6.130393861,0.075106768,0.099061971,0.090512301,1.182400511,0.731045021,0.007552769,0.002516464,0.058090304,0.121524871,0.066263732,0.006028833,0.899456587,1.353097832,3.301608272,6.918288649,0.996918112,3.031598001,0.091533007,0.046984651,0.318863038,0.100825588,1.241611749,3.097378589,2.337093199,0.041771529,2.294990596,1.087042275,0.166425084,1.750001452,10.91478372,0.872056873,0.104858104,2.151301044,4.843037823,1.684219863,1.171769909,0.20857699,0.305294632,103.4972484,0.164802369,1.483804117,0.020209896,2.846907327,0.244784167,0.391720218,1.576040476,91.55050824,0.511221046,1.6512015,9.049715338,0.152683155,0.196812041,1.505655906,0.477653501,3.228409559,100.402708,0.106071849,0.975619949,0.164681219,1.332319845,0.416294452,0.275773529,6.34192885,0.032396069,11.64033885,2.817189547,1.601351608,3.852891662,2.437670558,0.003447103,2.217939761,6.957330389,91.22796588,0.124723236,80.15060705,2.28785817,0.002742697,1.750093306,0.217635252,0.107849984,4.257687189,0.18759754,101.3304869,97.01116096,0.054479535,1.136575676,0.066005634,0.039457769,2.693238493,0.031722792,0.266205418,2.080038712,93.00160453
LOR034C,0.730399427,1.151153863,0.262130085,0.006323244,0.004450981,0.272735782,38.99384797,0.00493523,0.136103929,0.001444797,0.274895226,97.79817735,73.566226,36.83633332,71.55240198,0.29048514,0.0068614,0.004193669,0.684011676,0.458572946,3.834944869,1.151980547,66.19113962,0.146741569,0.000630342,0,0.012321483,0.015255153,0.129536177,0.005901034,30.07003686,13.3007832,76.18729333,42.1064924,0.223168813,39.78325642,0.008055438,0.720287749,0.255415134,0.184907104,0.377229055,34.09211132,1.34619674,0.005626146,67.86447433,0.05528817,0.531183878,2.447945933,3.912577544,0.118352907,0.275424837,3.313994764,3.813283633,0.204782815,63.51799477,0.324296555,2.498948891,229.2382492,2.346817899,0.275296833,0.018032365,34.72989488,1.390509309,0.779338544,0.27088767,210.5429531,1.741493765,0.278526153,23.51070769,0.020959452,0.067809182,0.271175233,1.664356889,36.95077772,239.7319947,0.207908201,2.702291297,0.060073568,69.06089614,1.281977499,0.431222712,1.33010456,0.029048641,30.17983862,0.34175822,0.712842067,36.98540083,67.6929665,0.000252153,20.2400192,16.42470776,207.7360907,0.057538339,183.2972105,68.46182638,0.000247648,0.302430616,0.908007296,0.503942069,34.19004218,0.093994151,242.3990058,221.2753889,0.024866991,0.252327406,0.37652039,0.014941857,33.27925462,0.012041178,0.012319425,0.305675407,204.2790056
LOR036C,1.175654167,1.421384458,1.120235619,0.022243898,0.04093586,0.240621208,21.91552568,0.008763943,0.351371914,0.021716728,0.338744185,1.741110848,71.37383963,4.054149412,1.416399107,1.142330699,0.033241331,0.006943976,1.051226711,0.097557041,0.361869707,0.038727838,1.648418654,0.370354433,0.006502387,0.00012825,0.05695669,0.078947977,0.07573617,0.004705299,8.867420066,4.13052814,79.92004723,25.91800684,0.612097998,23.29999744,0.038788107,0.79027941,0.781108436,0.192222961,0.856038555,21.46991533,0.950419867,0.102376905,1.711755766,0.164407414,0.648496378,1.041160077,2.223061004,0.306003345,0.788081711,1.86287792,4.319673045,0.873633643,1.543924942,0.516017945,2.731076148,104.9533361,0.359922572,1.187588207,0.015995805,18.58789282,2.659134982,0.31318311,1.110397583,93.43353908,0.12912355,1.13518768,9.788005248,0.142619961,0.140856364,1.175697574,0.115111487,24.56073181,103.8134604,0.084955896,2.244518954,0.559224359,1.612617825,0.099756551,0.288300664,1.936173797,0.059037843,12.67548814,1.270046989,0.885911279,20.18008982,2.513081418,0.001449678,9.949357767,7.872850458,92.74819108,0.240181953,81.86767724,1.660212379,0.001385036,1.321004957,2.130685965,0.454895876,19.62452111,0.163656498,105.0756612,98.59475461,0.133773136,0.626081122,0.5005326,0.052899436,15.95109796,0.02906677,0.113725919,1.420037943,92.88726412
LOR037C,1.25958445,0.115234763,7.661218097,0.091760767,0.743288237,0.685645393,5.070977127,0.010076422,3.779364498,0.008134991,2.186440438,0.113775876,0.518596999,0.632415048,0.147666003,10.23362962,0.181271727,0.017882427,0.174361125,0.293061903,0.033669974,0.045867469,0.1874153,0.950936325,0.038102532,0,0.1108413,0.240926489,0.353349812,0.497454798,0.343696793,0.792063358,1.118697904,7.525096104,0.422821727,4.414792929,0.00663622,0.334644531,0.429438332,0.644599039,6.57563083,4.295305651,1.632723049,0.60926671,0.136066304,0.098663557,0.557253764,0.569130896,2.086255318,4.283807838,10.75416503,0.900570412,1.76883098,4.745788732,0.196702479,0.101991557,0.423786318,81.49040669,0.265145952,7.313539267,0.010617531,4.335726809,10.48745088,0.144450951,10.00964317,73.9064706,0.263435852,10.05478284,3.854839332,0.000504229,0.554415239,7.239596857,0.262127579,4.663507575,85.3238135,0.216418876,0.249127346,0.21990559,0.240440316,0.210665511,0.762675276,0.146669236,0.478782027,6.404022281,10.1412931,0.130039826,4.876603873,0.240206445,0.005251916,1.167801026,8.313584477,73.22093161,0.031070842,63.19690095,0.15592779,0.013402835,7.699616179,0.284176569,0.034217091,5.512560438,0.981692617,85.80681141,77.05976419,0.055663061,3.939560641,0.189960807,0.08417504,4.936008748,0.021313099,4.543371788,8.994976113,71.28267402
LOR042C,0.28897345,0.39900366,3.626271139,0.040851078,0.081844548,0.316336688,5.081051757,0.007046633,1.628918256,0.01184735,0.22822883,0.175125595,1.317039802,0.744242635,2.760155107,3.653716889,0.058522514,0.043873223,0.399537721,0.046502572,0.095678928,0.284558979,3.007377792,0.261072684,0.006104499,0.004889078,0.035147699,0.033072158,0.111429864,0.00119559,2.184168122,2.290968324,1.649840555,12.26338952,0.111146812,4.712263364,0.736081905,0.08307552,0.292804535,0.281223436,2.842028449,4.491401623,1.30709912,0.0850834,0.157182972,0.095133461,0.18350221,0.73120845,1.954369863,1.432781912,5.525165943,0.638288222,2.472220026,2.62868048,2.954815212,1.576805001,0.28949931,103.7848458,0.173204059,3.591644948,0.008320796,4.386146553,5.702703305,0.167158381,3.53907681,89.44611516,1.106819503,3.682444197,5.032092261,2.24088947,2.000473461,3.676661073,1.089320474,4.774892189,99.2114084,0.051511382,0.54985775,0.131365617,2.859007718,1.194796162,2.253204324,0.420804762,0.181380822,7.282836819,3.948929769,0.993486197,5.388607585,0.289324253,0.1944444,1.932014147,13.47769877,89.93907089,1.55597248,77.57589905,0.204607476,0.000765188,4.040083199,0.24959064,1.530903787,5.769511032,0.142490186,100.0919936,94.59364165,0.04469935,1.956251794,0.126417695,0.02516252,4.688061654,0.02143379,0.007442173,4.23795855,88.77245136
LOR046C,0.149879437,0.338035587,1.222661897,0.034894495,0.030725129,0.047517517,7.028356437,0,0.650821501,0,0.152259898,0.484386351,1.48859235,2.016764342,1.219830969,1.251828985,0.036658401,0.011657828,0.288772877,0.024309547,0.269804782,0.103849169,1.283140972,0.115470473,0.002312333,0,0.025114973,0.064900717,0.120457973,0.005353051,0.412725009,2.10955687,2.015827458,12.83247312,0.130503014,6.388798677,0.275498798,0.217599435,0.319489036,0.246952063,1.081236342,6.506429943,1.335697293,0.007016017,0.433916209,0.130321055,0.249296534,1.560149844,2.272079091,0.582437543,0.177127732,1.631266306,2.490439593,0.747799779,1.255560938,0.101825863,0.303702413,138.4976669,0.16585678,1.114437257,0.021384371,6.280168795,0.308982186,0.585485906,1.150304069,122.8470372,1.212368635,1.251685915,9.682552193,0.062954361,2.338483507,1.176005396,1.209368873,7.03279987,138.7628812,0.044577952,1.97709481,0.065077956,1.428766983,1.255559209,2.663472506,0.352522913,0.139272455,12.13992834,1.333911092,0.179785302,7.617980017,0.572316622,0.162621775,2.426499142,14.63498097,122.7416615,0.058705129,105.6039075,0.470397207,0.002396071,1.283498726,0.318662732,0.050489568,7.316098769,0.148224085,140.1872361,129.3060881,0.109832973,0.888314686,0.048721515,0.03749086,6.380507352,0.035333041,0.048768835,1.442584447,118.9421069
LOR051C,0.327440572,0.26261096,15.71958919,1.287528546,0.077480487,0.155657256,2.926386567,0.014112314,1.126021249,0.012182799,0.390754237,0.19816536,2.210608391,0.443268102,2.540993,25.59634546,28.45257026,83.2852859,0.283088118,0.05027747,0.062923003,0.401763183,2.683867982,0.248291356,0.095325092,0,0.166470841,0.10847791,0.079221055,0.801917315,0.779727903,1.954229973,2.590681371,6.325715642,0.091800778,2.638636721,0.424212111,0.071407155,0.330923206,0.493854506,13.19485519,2.494788327,1.352797066,0.076564703,0.194071906,0.432624462,0.803243462,1.225618403,2.086359594,1.145972059,0.203487564,1.206560949,3.172661379,9.525400388,2.597453797,0.132440834,0.235507828,111.7509462,0.509721725,15.0635762,0.00683846,2.497416801,0.307621083,0.812694943,21.37418245,101.4529414,0.25900863,22.26949728,1.283996496,0.044416191,1.76164051,14.72580595,0.253212484,2.829889819,114.3125565,0.03390691,0.268760943,0.115828449,2.710421707,0.234833462,1.973382412,0.287720332,0.049216253,5.9270545,23.85160365,0.223207315,2.765703034,0.326527381,0.00480094,2.21464067,10.28186377,100.3571935,0.077463052,86.69127484,0.352474161,0.033650835,16.49168012,0.202502205,0.074949397,3.095706282,0.817617325,115.6131206,106.1371174,0.027411708,1.286876251,0.101322904,0.037541988,2.593107401,0.009687904,1.19884835,19.99806382,97.51905307
LOR054C,16.17884317,31.91155986,0.30527136,0.032760954,2.634916948,15.38038247,2.898916657,0.042233464,3.00416856,0.056707755,2.048895486,0.549160776,0.782908694,1.08673996,93.76257454,0.445796486,0.080378266,0.059796038,37.02419296,13.18185059,10.81879784,22.61976071,103.4776303,22.24773988,29.27306645,17.66573742,9.498885262,23.95021223,18.88568745,19.32965388,0.679141645,13.5006979,1.666091515,4.832623291,2.43200937,2.648865544,0.032484931,16.61454029,0.323942365,4.827151678,0.476699539,2.446669644,1.110362104,0.18777973,0.525508421,0.160964311,2.028652409,6.138344249,1.91415952,2.729829973,0.215050503,6.251637081,2.186299291,0.745722257,97.70505075,0.328153816,0.544146327,97.72382606,0.676832509,0.30530821,0.005661074,2.474153361,0.520751627,0.684267574,0.392087842,89.59819291,0.292323138,0.387198777,1.267866924,0.01018527,0.039607706,0.298584457,0.175663223,3.152394788,101.9896407,0.049988175,0.65015654,0.071097897,91.92320673,0.033071432,0.337795756,32.99295532,0.153545545,5.457330453,0.483249552,0.234609306,2.534853244,1.505116335,0.01446121,2.087538661,6.849141093,88.63944328,0.133910819,78.3922278,0.880292677,0.124745291,0.345080806,0.662823549,0.099921796,2.431102747,1.063439773,102.0365058,94.29162327,0.056582176,3.373783858,0.225116085,0.02484337,2.052289707,0.072132921,0.050956974,0.431259431,86.89940527
LOR055C,0.554219853,0.63113136,0.674390006,0.026794035,0.015169586,0.135864285,3.566017364,3.79E-05,1.049050584,0.005715511,0.133858687,0.814781743,8.188468283,0.419371369,187.1348496,1.007522543,0.091076959,0.000233447,0.640668676,0.03474124,0.325207737,0.334493819,199.7702663,0.464918284,0.00595708,0,0.073415929,0.206673951,0.575424124,0.023027267,20.27329923,44.42435282,10.2096082,8.332211328,0.137763538,3.382014662,0.009088703,0.879603557,0.145008084,0.514985514,0.748266796,2.227044826,2.232779941,0.048158304,0.640804779,0.391141776,0.57515486,3.276621524,4.24826933,0.980497324,0.113532969,3.019108029,8.302541199,0.827580021,195.4040949,7.087839003,1.265548036,248.7440164,0.510828909,0.679947911,0.000811865,2.645722309,1.501743847,1.82803592,0.772356785,227.8733583,173.0175573,0.792065389,18.61365232,0.005233464,13.13801043,0.682229875,170.2414559,3.712993645,255.3454694,0.077171168,2.218600077,0.052360926,183.4841716,141.2895213,20.66459575,0.853937846,0.017472987,26.8841234,0.898462846,0.892279754,2.533404289,1.498812326,0.000977273,3.586537885,19.24882338,226.3521054,7.509335117,202.278439,0.665438546,0.00421925,0.736063001,1.000545839,7.154449216,2.668617178,0.410632974,256.2990569,240.1821463,0.055939247,1.343156472,0.30339264,0.010987085,1.878506721,0.008544336,0.052995419,0.818038755,225.3278356
