,LOR016C_binning_bin2,LOR019C_binning_bin1,LOR021C_binning_bin2,LOR022C_binning_bin2,LOR022C_binning_bin3,LOR022C_binning_bin4,LOR026C_binning_bin2,LOR028C_binning_bin1,LOR028C_binning_bin2,LOR028C_binning_bin4,LOR030C_binning_bin2,LOR034C_binning_bin1,LOR034C_binning_bin3,LOR034C_binning_bin4,LOR034C_binning_bin6,LOR051C_binning_bin2,LOR051C_binning_bin3,LOR051C_binning_bin4,LOR054C_binning_bin1,LOR054C_binning_bin3,LOR054C_binning_bin4,LOR054C_binning_bin5,LOR054C_binning_bin6,LOR054C_binning_bin7,LOR054C_binning_bin9,LOR054C_binning_bin10,LOR054C_binning_bin11,LOR054C_binning_bin12,LOR054C_binning_bin13,LOR054C_binning_bin14,LOR055C_binning_bin1,LOR055C_binning_bin6,LOR060C_binning_bin1,LOR061C_binning_bin1,LOR070C_binning_bin1,LOR072C_binning_bin2,LOR074C_binning_bin2,LOR074C_binning_bin3,LOR076C_binning_bin1,LOR081C_binning_bin1,LOR081C_binning_bin2,LOR082C_binning_bin3,LOR083C_binning_bin2,LOR084C_binning_bin2,LOR090C_binning_bin1,LOR090C_binning_bin2,LOR090C_binning_bin4,LOR101C_binning_bin3,LOR102C_binning_bin2,LOR103C_binning_bin1,LOR103C_binning_bin2,LOR202C_binning_bin1,LOR202C_binning_bin3,LOR202C_binning_bin4,LOR203C_binning_bin1,LOR203C_binning_bin3,LOR210C_binning_bin1,LOR214C_binning_bin1,LOR214C_binning_bin2,LOR214C_binning_bin3,LOR215C_binning_bin1,LOR217C_binning_bin3,LOR218C_binning_bin1,LOR218C_binning_bin3,LOR219C_binning_bin1,LOR221C_binning_bin1,LOR222C_binning_bin1,LOR222C_binning_bin2,LOR224C_binning_bin1,LOR224C_binning_bin3,LOR226C_binning_bin1,LOR226C_binning_bin2,LOR226C_binning_bin3,LOR228C_binning_bin2,LOR229C_binning_bin2,LOR235C_binning_bin1,LOR238C_binning_bin3,LOR240C_binning_bin1,LOR242C_binning_bin1,LOR242C_binning_bin2,LOR242C_binning_bin4,LOR242C_binning_bin5,LOR243C_binning_bin3,LOR243C_binning_bin4,LOR243C_binning_bin5,LOR258C_binning_bin1,LOR258C_binning_bin2,LOR258C_binning_bin3,LOR262C_binning_bin1,LOR264C_binning_bin2,LOR274C_binning_bin1,LOR274C_binning_bin2,LOR275C_binning_bin1,LOR275C_binning_bin4,LOR281C_binning_bin1,LOR281C_binning_bin2,LOR281C_binning_bin3,LOR282C_binning_bin1,LOR282C_binning_bin3,LOR282C_binning_bin4,LOR282C_binning_bin5,LOR288C_binning_bin2,LOR289C_binning_bin1,LOR295C_binning_bin1,LOR295C_binning_bin3,LOR295C_binning_bin5,LOR295C_binning_bin6,LOR295C_binning_bin7,LOR295C_binning_bin9,LOR295C_binning_bin11,LOR295C_binning_bin12,LOR300C_binning_bin1
LOR264C,0.40646027,0.513481035,17.36233629,0.036203605,0.000323403,0.082603168,28.92603426,3.68E-05,0.116546593,0,0.03120634,1.886558766,34.20048231,3.462300625,1.006763393,19.04414288,0.101117773,0,0.44757544,0.016110744,0.073656415,1.588060227,1.133817886,0.054888216,0.001747556,3.75E-05,0.002986928,0.008000866,0.013850531,0,4.264442537,5.234058492,35.85145097,34.25420871,0.073738271,27.34815977,0.013677148,0.287249012,0.748873103,0.060149889,13.37522384,23.81233977,1.414997752,0.018893959,1.538632791,0.069614169,0.247004947,2.485228911,12.1030589,0.102326225,1.02311499,2.373729024,16.17171299,11.98333832,1.014108043,0.376568092,1.196928641,537.6426205,20.67548204,18.05889564,0.011030261,25.40818653,1.639007063,0.635834073,18.62799892,490.457847,0.035806076,19.32563421,2.455312932,0.004619118,0.842909342,18.03121981,0.031720846,26.95686856,537.1227596,0.437138197,1.283002078,0.101469897,2.121181297,0.02840963,0.547304688,0.773830324,0.03681137,13.71863377,22.66596358,0.131311117,27.24016965,2.437495432,0.00548092,71.18539148,29.21429123,483.6008839,0.202509336,430.0214624,2.211123551,0.000832927,23.68624803,0.327134735,0.225050356,25.62530124,0.097650818,542.0068825,521.1982938,0.03155697,0.20874914,0.196227439,0.089877879,25.25250087,0.016948906,0.037560328,28.35041733,487.2645903
LOR269C,0.219371226,0.052466812,1.107472798,0.057085898,0.0010839,0.026670985,1.179844923,0,0.235893236,0,0.056485745,2.29691974,0.341162985,0.222646127,0.237024807,1.153685235,0.011748033,0,0.074239536,0.008403392,0.026111772,0.127433934,0.241129382,0.214642242,0.003746467,0.001851707,0.008076499,0.013335945,0.037379941,0.002908144,0.178390322,5.924524119,0.484033505,9.967015579,0.102577742,1.056136356,0.077428962,0.03241802,3.190090918,0.212080379,1.001581374,1.093524751,1.016370691,0.084050787,2.098654431,0.06555523,0.129001863,2.569315806,10.62971843,0.248713798,2.746343085,1.951421104,11.82074745,0.92616559,0.248779604,0.292872575,6.880287006,629.3942371,0.105962218,1.153372225,0.006574031,1.505968627,2.917287125,4.333990578,1.150956625,564.2705833,0.730308353,1.185389464,9.14920179,0.328847969,1.311837767,1.159607021,0.706260067,1.188765758,626.0425181,0.473812448,0.69011369,0.21147164,1.667684145,0.558387403,1.500562233,0.080525031,0.007491502,21.11860719,1.477535105,0.118821423,2.194438313,2.074108533,0.000381548,13.16215754,29.7367193,558.7698369,0.082823878,492.1642432,2.068195172,0.007910248,1.443407269,0.078458109,0.076700058,2.274915309,0.10865323,631.0710875,605.7592064,0.053768912,0.378593384,0.049545228,0.246622303,1.069471837,1.217566315,0.080221446,1.661682435,571.5667118
LOR270C,0.042018982,0.129594372,0.207208629,0.056526901,0.006019511,0.014940911,0.649389757,0,0.03435151,0,0.008826553,0.073504158,0.20135493,3.653697936,0.196572213,0.223754286,0.004690085,0,0.121671017,0.006203977,0.514551092,0.009832964,0.189296449,0.055624345,0,0,0.014856902,0.006426718,0.046939594,0.000631181,0.145918828,1.467766082,0.27724561,7.256362083,0.477130217,0.610050419,0.145573697,0.016713484,0.662076066,0.057550529,0.257075291,0.746232619,0.887371238,0.001367405,0.068022081,0.653780841,0.11812383,3.046812834,4.228167852,0.021456539,0.103211112,3.56203143,3.717107885,0.178637525,0.192242924,0.212399936,0.223576943,258.8832801,0.02683008,0.261860438,0.005956942,0.668481179,0.149626139,0.801539868,0.238210504,230.0847716,0.641572467,0.235102446,17.15152246,0.863206363,0.060343591,0.186458555,0.625194804,0.670246808,259.2698215,0.155701263,12.30998022,0.058834373,0.869122479,0.496440867,0.200384703,0.131639966,0.006658649,22.32170502,0.391176211,0.061372853,1.943684714,0.075552968,0.000704944,3.393473539,14.95434532,228.823009,0.054714195,198.3924107,0.078239562,0.002151685,0.290728119,0.473379731,0.050842833,2.811820769,0.067067472,262.4450415,244.8529539,0.011127464,0.425817319,0.020166879,0.004118947,0.46726302,0.011008209,0.067701839,0.311703806,222.6572842
LOR272C,1.430760518,0.48254955,1.916535769,0.011005253,0.027784748,0.645065099,28.12935934,0,5.32862023,0,0.943687225,41.39612966,2.856187047,4.132351142,19.91188274,2.45712081,0.044238943,0.008033735,0.324249146,0.356785269,0.188356873,1.34559711,21.01055838,1.575907394,0.057538096,0.032752478,0.091279121,0.175412005,0.371310309,0.068830564,0.84512513,4.109534409,4.055015302,29.4703666,1.021930158,27.34541297,0.110298313,0.271440302,0.244098253,0.903883648,1.478701653,24.09833297,0.56136164,0.784791032,36.71975955,0.096817014,0.542621999,0.717388907,1.575252994,4.520564388,1.690294047,0.704735331,1.815089844,1.27860264,20.51743651,0.219046343,0.332148963,100.1636984,3.637272962,1.869349869,0.07586456,25.31846535,1.815249387,0.775487549,2.330470974,88.14353452,1.221539101,2.44429223,14.93745358,0.068208895,0.207446052,1.82705617,1.177707963,25.9455122,99.99654847,0.075644015,0.775959402,0.095667956,19.85463709,0.919427653,0.285011902,0.554334884,0.4020623,18.14295612,2.993974126,31.61751058,28.77309062,38.72838462,0.010818392,6.354562353,7.390265242,87.93910459,0.193364921,75.94864007,37.41921222,0.128289854,2.549911842,0.965957041,0.327126178,26.39113072,0.82305154,100.7158586,93.29915953,0.362978369,5.520676672,0.528900938,0.228211072,26.89429571,0.507969253,0.525673755,3.141979268,87.1487191
LOR274C,0.277709441,0.680788136,0.249331981,0.018710052,0.000407252,0.053213975,3.609005759,0,3.736963488,0.025964294,0.11819106,0.161838463,2.676970128,0.652269571,2.983595804,0.296125496,0.070584432,0,0.681851177,0.018188611,0.089963749,0.021619166,2.864763417,0.261375894,0,0,0.040535667,0.028363268,0.057177304,0.00188103,2.527523052,3.255096648,3.048702518,12.39918384,0.150487356,3.464453466,0.047420156,0.094860427,0.364001429,1.721899254,0.318314492,3.378071389,0.698621412,0.086327925,0.191852086,0.282680768,0.931057165,0.88190189,5.011452037,3.328471777,2.049433408,0.954768858,8.967516044,0.171773987,2.781799682,1.13205594,0.590222205,217.3504891,0.035494755,0.250921875,0,2.987073971,2.670207841,0.547204922,0.305403162,186.0813575,1.007365497,0.314825127,4.82660819,0.167043738,0.461397092,0.274646531,1.0196639,3.441437999,193.5361686,0.079006215,1.144594738,0.342153136,3.234578546,0.955566878,0.550222936,0.746290714,0.006284179,9.071021516,0.412246217,1.23852187,6.516701902,0.265409893,0.076164169,4.469335709,162.1682732,227.2945983,1.106934077,162.1538708,0.138772165,0.002502471,0.369346117,0.57428468,1.094837997,7.875531063,0.486382723,195.5675055,196.760797,0.217650527,4.284449198,0.1177625,0.120963095,3.382015751,0.388382936,0.119586445,0.439577675,193.8602139
LOR275C,0.499609486,0.152959471,0.511018164,0.006251617,0.000420284,0.093329915,5.544297015,0.000379703,0.918016494,0.001230181,0.246438412,0.258325176,25.62643669,1.017660945,196.4091559,0.661759719,0.002309186,0.001998756,0.384373313,0.020575731,0.922085606,0.015256568,213.5029187,0.39925711,8.47E-06,0.000367897,0.039697921,0.016955239,0.666511997,0.004247687,6.033906293,39.40093914,28.63624608,6.743557385,0.113245666,5.212960171,0.000852583,1.502914711,0.219623713,1.184358831,0.398771334,3.391887067,0.074962697,7.06E-05,0.228606874,0.009196291,1.583828134,0.398851452,1.166368503,0.845732464,112.1298375,0.811639244,5.069759564,0.312691305,208.4048432,49.20121168,4.546448049,53.96801565,0.828151931,0.478328473,0.003161085,4.186540188,112.1316968,1.55517663,0.546518375,47.84461101,295.0623992,0.550997953,0.444425394,0.00261055,4.001330538,0.477796074,294.5922492,6.289847886,51.61953597,0.046662737,7.345178211,0.139799948,193.3855475,237.8659875,12.73751437,0.511993268,0.031118429,2.907087696,0.653159942,4.877951502,3.936770029,1.933661502,0.004092856,3.134968951,2.700980647,48.50813746,51.7550223,54.11113404,0.249942634,0.000652326,0.61704346,2.302238122,46.30645677,3.896941935,0.751339268,50.63452559,52.03955419,0.706944428,1.295085391,1.818808292,0.300450583,4.171179029,11.41770792,0.007849223,0.792038386,51.31962696
LOR279C,0.815737414,0.163196161,2.878336751,0.235745491,0.007323252,0.075439313,2.503644187,0,0.252016957,0,0.021005818,0.167291529,0.518897224,0.665061285,0.934237791,3.603979448,0.019092665,0,0.143428404,0.026920336,0.146279807,0.045255701,0.991009052,0.826342153,0.001298363,0,0.037788887,0.015015611,0.013455457,0.005795925,0.835771232,2.612512243,0.761658308,13.00028107,0.148369606,2.294996951,0.001648336,0.023328063,2.017802416,0.156907125,2.543533614,2.428991105,1.425744051,0.010773882,0.174821992,0.124889706,0.112452892,5.176683168,7.783342589,0.209107728,0.124448191,5.434163046,14.37161007,2.205105584,0.913000374,0.304003954,0.520297893,501.6898981,0.075848731,2.748349339,0.009099486,2.390840972,0.15557875,1.337952148,3.318696024,448.5428498,0.180690005,3.557149548,15.17215271,0.004100225,0.593520278,2.730189531,0.222978029,2.47324838,505.7982046,0.278380515,0.844773848,1.886300887,2.077270045,0.140943663,0.816298535,0.161209256,0.025556746,24.46281131,4.141584888,0.421309969,4.627055857,0.205857397,0.001218788,5.012539296,24.66617075,444.5951068,0.235091884,386.015821,0.195372125,5.84E-05,3.810205986,0.188391901,0.248032938,5.925179806,0.071462483,511.0941357,478.1531223,0.092116373,0.645123045,0.050536345,0.01490651,2.174666972,0.06217057,0.044331686,4.997242347,432.9310835
LOR281C,0.572220923,0.439965562,30.92296847,0.181008584,0.033418749,0.458139678,11.57083477,0,0.127310386,0,0.628133292,82.97610915,0.98786624,3.007668712,9.417800176,31.91334362,0.167811602,0.06021712,0.191516034,0.698341265,0.17479729,3.974698725,9.17505833,0.632640465,0.029058394,0.001962573,0.405024201,0.12126737,1.87013903,0.026239263,0.256050683,2.168189965,1.873038564,11.76610116,0.323651279,10.9256178,0.012848392,1.565042264,0.244000587,0.284581765,23.71897746,10.64562991,0.550414723,0.111172815,78.67204926,0.134348539,1.24226938,0.510243337,0.295479165,0.140854766,0.043927864,0.617678385,0.784683218,21.65235398,8.690603969,0.118362679,0.152800873,15.3388891,5.716316944,32.13964564,0.011893114,10.45578026,0.211494361,0.128241344,31.24079695,13.46307877,15.43990535,32.40311494,3.419118999,0.00437938,0.444908438,33.32918709,15.09221521,11.19543961,15.33352404,0.011810211,0.690953707,0.241867138,9.585657689,12.32880438,0.974926928,0.21928811,0.108570461,4.322319745,38.1701603,1.605017594,11.69286338,93.72818605,0.021905616,7.232586773,0.765067884,13.49519182,0.069180178,11.83918706,109.2774899,109.8606666,53.0073316,0.969641438,0.091120025,10.67875914,0.380002193,15.42642756,14.44304909,0.016806131,0.228937948,0.046733979,0.014584903,10.82130304,0.00606778,0.08317715,47.72438017,13.26663337
LOR282C,1.255243276,2.571712106,2.39488017,0.012924944,0.007030285,1.031665704,223.6314602,0,5.200741184,0,0.343195094,0.239507927,17.49834948,24.39312926,5.466322609,3.193719056,0.026426914,0.003689594,1.941775287,0.077706081,1.365765254,0.050108453,6.166762766,0.558876539,0.0041446,0.002341261,0.034057942,0.09794885,0.060315734,0.146499397,18.53414352,6.381777902,31.24883361,206.8536461,0.064412494,194.4884381,0.014671642,1.161552885,22.36907303,12.70225965,1.890224011,183.9029024,0.47252497,0.080250506,0.222626169,0.522385888,27.89331807,2.25365141,2.547347291,5.734233925,4.533694231,4.330394299,5.341568087,1.468952408,5.880429121,34.35237324,4.508297677,168.0549244,0.449317578,2.245855584,0.002638052,189.3869983,5.553404595,0.408840447,3.092627132,151.248967,0.044528766,3.177728724,0.429455162,0.004200311,0.044130568,2.150218437,0.016162882,197.347398,170.9718435,0.10012506,6.468142051,23.82898781,6.175329938,0.050814919,0.420692887,2.353533546,0.019695995,4.484637747,3.706497781,0.130459012,204.2192737,1.110134172,0.002417864,9.93198343,9.597698183,149.8743198,35.52260911,130.5408396,0.263579152,0.016345995,2.832272764,40.4554312,41.96218889,244.7938888,90.02621134,172.4629527,160.8189498,0.441963623,5.20080812,1.50586193,0.059240463,215.6406623,0.275121986,0.045674241,3.843807409,145.8070491
LOR283C,1.153733966,0.441623061,1.583793356,0.037190667,0,0.194458407,26.39026891,0,0.434846314,0,0.085110151,3.768633032,18.03915823,2.844536948,3.853513593,1.666044798,0.121505058,0,0.403349422,0.048470827,0.197388039,0.076752247,4.57523586,0.985272521,0,0,0.004560992,0.022227384,0.017950806,0.000665639,3.273076948,19.62842059,20.53631098,32.29040522,0.053749261,25.57941609,0.003119547,0.375580047,0.84526861,2.430900891,1.285392805,23.43346626,0.84009649,0.062717715,3.509133083,1.689356326,1.033022855,6.777926342,3.301130128,0.390408393,0.978181255,6.665343236,9.096150403,1.22561448,4.366174962,0.471490497,1.484110683,224.3891192,0.375515042,1.732338865,0,23.74216124,1.764569655,1.864810831,1.678114263,193.7056531,27.18553317,1.840364207,20.6675451,0.002929842,31.41362306,1.631757553,27.2943507,25.28334974,218.9416225,0.051976969,3.013664671,0.183141506,4.177972769,23.21315826,34.77268729,0.716518376,0.017740902,25.13087443,2.108812955,0.732146588,27.63264644,4.032421857,0.003907591,6.812318292,13.25918667,193.0545762,0.351451482,167.9999362,3.499683236,0.001641105,2.176515618,0.512321097,0.337046316,27.49032422,0.545003363,221.1218698,206.5606068,0.002600268,0.832796031,0.263515995,0.031605382,23.52555613,0.144324113,0.041263023,2.687562039,190.9545525
LOR284C,0.622834726,0.729256588,7.100991461,6.762884704,0.000107222,13.05596585,62.17570448,3.18E-05,0.455688772,0.032673792,1.700718798,0.273989733,4.966998675,6.117020228,0.076101727,10.44963688,0.03722593,0.105571356,0.666174849,0.388487415,0.173776622,0.536593268,0.250998093,0.369347676,0.000414672,0,0.168265448,0.33058809,1.227447633,1.014564475,1.2418606,1.235504553,8.807204579,57.09898163,0.169361381,53.28549503,0.002058785,0.427868735,58.95607274,0.324926827,5.385020482,50.22741306,0.146723163,0.23725755,0.221325926,0.294901668,0.967541349,0.249631389,0.354059896,0.539203494,32.033624,0.561468788,1.897664852,4.259748822,0.189057354,0.42544051,1.446215853,19.30602898,2.102933653,6.727037242,0.005453229,52.74253562,31.82377838,0.255130863,9.946816924,16.77066587,0.054363934,10.23577883,0.960913578,0.002880071,0.152290588,6.540714327,0.054483758,55.67981249,18.37321253,0.009331042,0.665922083,64.15336184,0.141559417,0.054923818,0.153290737,0.772775695,0.365109459,2.216978344,12.3754985,0.029856894,56.86378924,0.736911125,0.023678687,4.202312229,0.938735862,16.83438041,0.077528773,14.63676974,0.592142919,0.048090942,9.094010914,6.495364087,0.077752147,62.00578823,0.637209224,18.53953658,17.77461341,0.208931755,0.590622384,0.568416683,0.027669846,60.87288155,0.00325204,3.727478195,13.19163375,16.72668224
LOR287C,0.149238908,0.145023642,0.897584356,0.041337559,0.011799499,0.04018555,2.587351746,0,0.381308597,0,0.126599961,0.233105027,0.415542786,0.389716951,7.259531352,1.062279959,8.284414051,0.000554542,0.153097982,0.035243546,0.0974197,0.085878984,7.86602716,0.164354652,0.044741061,0.025086581,0.040020013,0.053379402,0.115283035,0.028994019,0.132331383,10.12674684,0.789864562,7.637376973,0.323316134,2.420940476,0.061178985,0.258616128,0.489605276,0.073553787,0.821176318,3.704716746,1.147274782,0.04261421,0.222047526,1.095008601,0.147205913,21.82761396,2.693907429,0.367879351,0.091479493,21.56705455,6.014786369,0.711878739,8.01438929,0.367403804,1.137914691,155.0227854,0.121423173,0.984589764,0.001896985,3.748971766,0.273753323,0.774271801,1.006306149,137.0543016,5.055786243,1.078205439,23.67256274,0.03957801,16.83489622,0.957990088,5.013069072,2.574725647,154.4763042,0.06191659,2.456291511,0.072871923,7.406939126,4.31870441,18.63117196,0.146289464,0.004921175,26.81805231,1.801951549,0.262901009,3.953102223,0.401300977,0.167982551,2.479265184,9.349151244,135.9088982,0.109751178,118.2714364,0.244479824,0.078745011,1.301334685,0.0986364,0.126048901,4.49212483,0.108597479,155.5155677,145.7383606,0.020691758,0.666661908,0.056903013,0.014143691,2.444753932,0.028998638,0.185727425,1.681157384,131.9764697
LOR288C,0.075626732,0.16387968,0.667513079,0.036328736,0.003523678,0.060537724,6.229036738,0,0.039164709,0,0.008787961,0.089319615,2.061342063,1.009703257,0.161929425,0.692423641,0.228338502,0,0.116832675,0.00884581,0.060320168,0.110714105,0.152318992,0.049440405,0.000721907,0,0.029544951,0.011041258,0.009749854,0.000540496,0.321543317,2.13825433,2.334988134,15.00946718,0.31180767,6.233247203,4.77854445,0.046716127,0.639196996,0.03281382,0.760604559,6.377496197,3.226377513,0.019267134,0.084232023,0.158718072,0.07780856,11.04060201,7.572244063,0.035566833,0.132795249,15.72764575,10.43362198,0.505042587,0.15857401,0.691410334,1.207191694,448.9534935,0.13509155,0.82724368,0.003686673,6.081126322,0.218786721,0.644401688,0.693752815,408.5678336,0.100899178,0.732969906,18.45245237,41.03300759,0.040481926,0.904977289,0.11423028,5.657350256,463.5274043,0.509568928,0.634169274,0.105751968,1.124320898,0.088272149,0.263656701,0.183593397,0.00527936,30.08240547,4.047487182,0.009755771,6.897152323,0.114057749,0.000732298,4.70803423,24.41696628,404.2952125,0.089806613,351.6439612,0.10597437,0.000575846,0.952488495,0.101290056,0.078920332,7.432680989,0.118518131,470.4628123,431.9817188,0.044419812,0.269721313,0.034556962,0.002595766,5.878373832,0.029110196,0.026069411,1.068530836,392.042888
LOR289C,0.025247231,0.017198382,0.947311061,0.014637812,0.019263161,0.010649789,1.05382796,0,0.042712685,0,0.007070129,0.041713731,0.145040493,0.127012324,0.094917528,0.944922442,0.078044252,0.00020843,0.021777221,0.003835022,0.005323789,0.015750728,0.108901598,0.022411946,0.003194082,0,0.003778815,0.005495737,0.005356105,0.025079925,0.039172141,0.980375142,0.202126946,7.70077693,0.032481798,0.96087668,0.272396875,0.004833806,0.072301037,0.011804213,1.191731459,0.94774067,2.568187736,0.000174063,0.040966932,0.132070423,0.03609073,0.996795734,2.010693629,0.040531226,0.016871909,0.965329369,3.510605444,1.156692837,0.104560706,0.067335218,0.065638165,83.79737271,0.018773309,1.216182361,74.80389473,0.948934616,0.154834664,0.094331834,0.880619372,74.3988561,0.011458869,1.091717519,3.597539837,6.935589145,0.015993577,1.191375927,0.010496476,0.977204403,79.83400451,0.046210725,0.185629783,0.007414809,0.178422063,0.00920864,0.060578516,0.022435026,0.007534216,5.017287817,1.015051416,0.01996163,1.103796687,0.060685987,3.04E-05,1.269845764,14.35449916,76.25021171,0.012386938,66.12490725,0.057014355,0.000911107,1.20539165,0.020430654,0.010482075,1.154306572,0.02164288,80.61584778,80.27947418,0.007887058,0.089102178,0.002899733,0.012511387,0.984495883,0.003948104,0.006559158,0.963200643,79.87268761
LOR294C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOR295C,3.703275365,0.29290763,7.205055261,0.139419942,0.001979881,0.226754108,15.86329752,4.84E-05,48.91617524,0.033078365,0.870792145,0.904873613,1.642352551,1.599488305,2.599504727,8.403967407,0.03062304,0.00480773,0.305791098,0.259651894,0.214815038,0.766939827,4.002481638,3.678773234,0.000895309,6.35E-05,0.336908148,0.205934091,0.365353042,0.049740359,0.688904872,5.73523914,3.723233601,16.14499409,0.233413519,13.60580599,0.006871288,0.630858648,1.417245319,2.643476219,5.578049128,12.79298327,0.253467018,0.143045853,0.934227019,3.747115603,3.926078652,0.254253762,1.944498245,44.02788306,22.7981387,0.519316542,2.756267568,4.692199381,3.082380365,3.524277829,1.391295396,64.57840352,0.776304407,6.922714864,0.008684807,13.11378969,23.06022246,5.105053642,8.186866669,58.26363896,111.9881305,8.474489644,3.268559203,0.001701353,1.953067511,7.041098738,110.5043909,14.64362111,65.32659915,0.087217366,1.040540641,1.145105216,1.768273708,89.34905136,5.378557851,0.312125733,0.213107445,4.674922769,10.29526521,0.490315808,14.38207219,1.899809491,0.018957417,2.264125767,3.019024151,57.2212331,3.460339748,52.69309319,1.172968178,0.002182109,9.384556811,0.708534613,3.28171833,14.77801084,8.682275474,65.93265049,62.05889547,28.95522099,50.75023282,36.45432293,21.72539528,16.91868748,43.82384089,14.97638145,13.96401237,56.509207
LOR300C,0.045707342,0.077478297,1.234841398,0.096192112,0.053868211,0.032585292,0.727295886,0,0.114947578,0,0.040741512,0.15606705,0.233414592,0.138613633,0.187477032,1.370547705,0,0,0.090886506,0.001599762,0.017445219,0.075180305,0.21332364,0.040421282,0.005546071,0,0.007490505,0.017592879,0.006777597,0.004737813,0.082422505,8.2965591,0.313195917,7.889058477,0.173132988,0.717681141,0.023327022,0.014587343,0.183876551,0.055897858,1.077145371,1.030397022,3.196894693,0.047465782,0.136125752,0.115403019,0.035734637,5.686382226,10.26059233,0.110019835,0.037814338,4.36077897,31.34092355,1.798625904,0.168117283,0.225713594,0.323651409,514.6409945,0.036446335,1.27324643,0.014168833,0.850273468,1.141373229,0.704874521,1.330665784,457.7051332,0.046193664,1.419565367,16.53825012,0.0083863,0.355016963,1.219570184,0.042891267,0.791869408,450.0575096,0.145915048,0.894555201,0.175567857,0.303315948,0.056654658,0.434001735,0.106969017,0.002424002,26.71333959,1.657046418,0.17674545,1.088933089,0.184622664,0.000202199,10.47762389,36.06320966,463.7895757,0.04144962,420.5375833,0.107379976,0,1.561901625,0.043465731,0.025404096,1.461755129,0.038759898,450.811402,499.6478122,0.026827216,0.20167863,0.041947028,0.029988816,0.761609412,0.019598083,0.100373976,1.920788708,535.6147211
LOR301C,0.160935244,0.122197938,1.773208168,0.055255863,0.037403646,0.01459605,5.325362616,0,0.210652364,0.00934858,0.013886712,0.170172786,1.743616633,0.673824906,0.357742266,1.852464207,0.008347177,0.0028315,0.106740763,0.009002184,0.059420582,0.082884711,0.37357469,0.130256447,0.000850103,0,0.005760767,0.037871989,0.007368606,0.004041723,0.407341577,1.762581326,2.038457688,13.17513004,0.073047215,5.149379336,0.003481006,0.02705723,1.371795244,0.110708551,1.524062176,5.027439628,1.590908029,0.017984473,0.175894595,0.526738933,0.092858142,4.381290399,4.770101376,0.214328738,1.010075944,4.410642363,5.277124042,1.371513091,0.354600527,0.258137755,0.461113761,296.2332792,0.108771837,1.88352878,0.005100929,4.968490625,1.032318247,0.629334599,1.895049189,264.1389731,0.524377969,1.944680975,27.76199498,0.005662825,0.43078062,1.891805272,0.519750442,4.971854551,298.4484938,0.319540686,0.439717638,0.1229634,0.942218468,0.422589223,0.521370163,0.149510903,0.0061261,34.38138817,2.316982193,0.035846516,7.420635049,0.214071577,0.004643232,4.466319509,18.69565818,261.5375274,0.190369944,227.0823384,0.179602991,0.006483647,2.40274784,0.153971841,0.159563512,8.492202959,0.066956375,300.9187989,278.9763803,0.045471958,0.56336966,0.031238997,0.023562347,4.865177681,0.049105812,0.180710662,2.804318711,254.5014305
LOR303C,0.593372893,0.746916326,1.026832032,0.12362793,0,0.610667453,15.15060191,0,2.352669176,0.021846488,0.404180435,2.130279448,22.21652343,2.796492483,2.337520406,1.230796613,0.003422248,0.025349524,0.911421876,0.089029277,0.204163098,0.185977641,2.443018919,0.529923327,0.005037226,0,0.15201451,0.080265407,0.165196533,0.110646942,45.49379966,9.177670196,22.51184322,20.55834989,1.646963911,14.78182472,0.000209261,0.163349325,1.395692587,0.733315471,0.845666264,13.24937192,0.875807924,0.092328884,1.965455747,0.21102331,0.577242684,2.080030515,19.42843311,2.173284134,14.13965037,1.287936946,19.96177456,0.921084371,2.333452246,1.671723699,1.199646663,455.0697302,0.995394835,1.040255957,0.02657065,13.52676384,14.78948992,0.888365002,1.210758559,404.8406997,30.35130662,1.256448804,6.85050708,0,0.868962917,0.981269724,29.74540577,14.94097067,423.427309,0.125873121,2.185204105,1.270139574,2.836968991,25.4540881,1.560686039,1.016672263,0.042666713,14.84769838,1.638419586,2.955307243,15.03512228,2.27716078,0.00540207,10.14315851,21.33080512,407.7845621,1.517032061,360.4014563,1.886527495,0.05609787,1.403247662,0.837211032,1.55463829,14.59662839,0.915503864,426.0432478,438.8975026,0.26407118,2.616782388,0.305789279,0.361210401,14.13643621,1.072236891,0.393238482,1.904799079,434.2384589
